"","Row.ID","Order.ID","Order.Date","Ship.Date","Ship.Mode","Customer.ID","Customer.Name","Segment","City","State","Region","Product.ID","Category","Sub.Category","Sales","Quantity","Discount","Profit","Code"
"1601",1601,"CA-2017-158876","11/19/2017","11/21/2017","Second Class","AB-10150","Aimee Bixby","Consumer","Carrollton","Texas","Central","FUR-FU-10001967","Furniture","Furnishings",15.992,2,0.6,-13.993,48
"1602",1602,"CA-2016-164672","5/8/2016","5/13/2016","Second Class","GB-14530","George Bell","Corporate","Dover","Delaware","East","FUR-FU-10001488","Furniture","Furnishings",211.96,2,0,42.392,10
"1603",1603,"US-2016-132857","12/11/2016","12/17/2016","Standard Class","CA-12775","Cynthia Arntzen","Consumer","Smyrna","Tennessee","South","OFF-AR-10003251","Office Supplies","Art",6.672,3,0.2,1.668,47
"1604",1604,"CA-2017-116645","11/30/2017","12/4/2017","Standard Class","ME-17725","Max Engle","Consumer","Newark","Delaware","East","OFF-AR-10001044","Office Supplies","Art",155.94,6,0,45.2226,10
"1605",1605,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","TEC-PH-10004700","Technology","Phones",39.96,5,0.2,12.987,6
"1606",1606,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","OFF-AR-10000823","Office Supplies","Art",5.46,3,0,1.5288,6
"1607",1607,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","OFF-AR-10004456","Office Supplies","Art",73.2,5,0,21.228,6
"1608",1608,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","OFF-BI-10000050","Office Supplies","Binders",5.84,1,0.2,1.971,6
"1609",1609,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","OFF-PA-10002377","Office Supplies","Paper",22.72,4,0,10.224,6
"1610",1610,"US-2016-115819","4/19/2016","4/24/2016","Second Class","JO-15280","Jas O'Carroll","Consumer","Los Angeles","California","West","OFF-BI-10000591","Office Supplies","Binders",9.336,3,0.2,3.2676,6
"1611",1611,"CA-2014-156349","5/26/2014","5/30/2014","Standard Class","ML-17395","Marina Lichtenstein","Corporate","Los Angeles","California","West","FUR-BO-10000362","Furniture","Bookcases",290.666,2,0.15,27.3568,6
"1612",1612,"CA-2014-156349","5/26/2014","5/30/2014","Standard Class","ML-17395","Marina Lichtenstein","Corporate","Los Angeles","California","West","TEC-PH-10000441","Technology","Phones",201.584,2,0.2,20.1584,6
"1613",1613,"CA-2014-156349","5/26/2014","5/30/2014","Standard Class","ML-17395","Marina Lichtenstein","Corporate","Los Angeles","California","West","TEC-PH-10002726","Technology","Phones",83.984,2,0.2,31.494,6
"1614",1614,"CA-2017-138380","12/21/2017","12/25/2017","Standard Class","YS-21880","Yana Sorensen","Corporate","Oakland","California","West","OFF-ST-10003306","Office Supplies","Storage",1000.02,7,0,290.0058,6
"1615",1615,"US-2016-113509","3/15/2016","3/19/2016","Standard Class","PL-18925","Paul Lucas","Home Office","Philadelphia","Pennsylvania","East","TEC-AC-10004855","Technology","Accessories",83.976,3,0.2,-13.6461,42
"1616",1616,"CA-2015-130022","8/10/2015","8/16/2015","Standard Class","JK-16120","Julie Kriz","Home Office","Eagan","Minnesota","Central","OFF-LA-10002787","Office Supplies","Labels",3.75,1,0,1.8,27
"1617",1617,"CA-2015-130022","8/10/2015","8/16/2015","Standard Class","JK-16120","Julie Kriz","Home Office","Eagan","Minnesota","Central","OFF-LA-10002043","Office Supplies","Labels",41.4,4,0,19.872,27
"1618",1618,"CA-2015-130022","8/10/2015","8/16/2015","Standard Class","JK-16120","Julie Kriz","Home Office","Eagan","Minnesota","Central","OFF-AR-10001915","Office Supplies","Art",29.79,3,0,12.5118,27
"1619",1619,"US-2016-118780","9/10/2016","9/14/2016","Second Class","PN-18775","Parhena Norris","Home Office","New York City","New York","East","OFF-ST-10000352","Office Supplies","Storage",59.48,2,0,8.922,36
"1620",1620,"US-2016-118780","9/10/2016","9/14/2016","Second Class","PN-18775","Parhena Norris","Home Office","New York City","New York","East","OFF-PA-10000575","Office Supplies","Paper",6.69,1,0,3.0774,36
"1621",1621,"CA-2017-108560","7/8/2017","7/15/2017","Standard Class","JC-15385","Jenna Caffey","Consumer","Kent","Washington","West","FUR-FU-10002937","Furniture","Furnishings",198.46,2,0,99.23,53
"1622",1622,"CA-2017-108560","7/8/2017","7/15/2017","Standard Class","JC-15385","Jenna Caffey","Consumer","Kent","Washington","West","OFF-LA-10003930","Office Supplies","Labels",786.48,8,0,385.3752,53
"1623",1623,"CA-2017-108560","7/8/2017","7/15/2017","Standard Class","JC-15385","Jenna Caffey","Consumer","Kent","Washington","West","OFF-BI-10001107","Office Supplies","Binders",23.168,2,0.2,7.8192,53
"1624",1624,"CA-2017-108560","7/8/2017","7/15/2017","Standard Class","JC-15385","Jenna Caffey","Consumer","Kent","Washington","West","TEC-AC-10003063","Technology","Accessories",50,2,0,10.5,53
"1625",1625,"CA-2015-157084","12/19/2015","12/24/2015","Standard Class","JG-15160","James Galang","Consumer","Los Angeles","California","West","TEC-PH-10002922","Technology","Phones",675.96,5,0.2,84.495,6
"1626",1626,"CA-2015-157084","12/19/2015","12/24/2015","Standard Class","JG-15160","James Galang","Consumer","Los Angeles","California","West","TEC-AC-10002049","Technology","Accessories",1265.85,3,0,556.974,6
"1627",1627,"CA-2015-164539","11/16/2015","11/22/2015","Standard Class","PO-19180","Philisse Overcash","Home Office","New York City","New York","East","OFF-AP-10002457","Office Supplies","Appliances",523.25,5,0,141.2775,36
"1628",1628,"CA-2015-143119","9/24/2015","9/30/2015","Standard Class","MC-17275","Marc Crier","Consumer","Lafayette","Louisiana","South","FUR-CH-10001270","Furniture","Chairs",517.5,6,0,155.25,22
"1629",1629,"CA-2017-101049","6/21/2017","6/25/2017","Second Class","AS-10240","Alan Shonely","Consumer","Cleveland","Ohio","East","FUR-FU-10004415","Furniture","Furnishings",17.92,5,0.2,2.464,39
"1630",1630,"CA-2017-101049","6/21/2017","6/25/2017","Second Class","AS-10240","Alan Shonely","Consumer","Cleveland","Ohio","East","OFF-BI-10001510","Office Supplies","Binders",41.256,6,0.7,-34.38,39
"1631",1631,"CA-2016-106530","5/8/2016","5/8/2016","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","East","OFF-ST-10002011","Office Supplies","Storage",1006.056,3,0.2,88.0299,39
"1632",1632,"CA-2016-106530","5/8/2016","5/8/2016","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","East","OFF-PA-10002986","Office Supplies","Paper",10.688,2,0.2,3.7408,39
"1633",1633,"CA-2016-106530","5/8/2016","5/8/2016","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","East","OFF-PA-10004451","Office Supplies","Paper",10.368,2,0.2,3.6288,39
"1634",1634,"CA-2016-106530","5/8/2016","5/8/2016","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","East","OFF-ST-10000649","Office Supplies","Storage",25.12,2,0.2,1.57,39
"1635",1635,"CA-2016-106530","5/8/2016","5/8/2016","Same Day","CL-12565","Clay Ludtke","Consumer","Cleveland","Ohio","East","TEC-AC-10001465","Technology","Accessories",58.112,2,0.2,7.264,39
"1636",1636,"CA-2014-168984","11/26/2014","12/2/2014","Standard Class","NW-18400","Natalie Webber","Consumer","Tigard","Oregon","West","OFF-PA-10001166","Office Supplies","Paper",15.552,3,0.2,5.4432,41
"1637",1637,"CA-2014-168984","11/26/2014","12/2/2014","Standard Class","NW-18400","Natalie Webber","Consumer","Tigard","Oregon","West","OFF-ST-10001097","Office Supplies","Storage",669.08,5,0.2,-167.27,41
"1638",1638,"CA-2014-168984","11/26/2014","12/2/2014","Standard Class","NW-18400","Natalie Webber","Consumer","Tigard","Oregon","West","TEC-PH-10000038","Technology","Phones",438.336,4,0.2,-87.6672,41
"1639",1639,"CA-2016-157266","5/26/2016","6/1/2016","Standard Class","TB-21280","Toby Braunhardt","Consumer","Washington","District of Columbia","East","OFF-PA-10002689","Office Supplies","Paper",19.44,3,0,9.3312,11
"1640",1640,"CA-2016-157266","5/26/2016","6/1/2016","Standard Class","TB-21280","Toby Braunhardt","Consumer","Washington","District of Columbia","East","OFF-BI-10004728","Office Supplies","Binders",9.64,2,0,4.4344,11
"1641",1641,"CA-2016-157266","5/26/2016","6/1/2016","Standard Class","TB-21280","Toby Braunhardt","Consumer","Washington","District of Columbia","East","OFF-PA-10004675","Office Supplies","Paper",12.7,2,0,5.842,11
"1642",1642,"CA-2016-157266","5/26/2016","6/1/2016","Standard Class","TB-21280","Toby Braunhardt","Consumer","Washington","District of Columbia","East","FUR-FU-10000629","Furniture","Furnishings",41.37,3,0,17.3754,11
"1643",1643,"US-2014-134712","11/29/2014","12/4/2014","Standard Class","BS-11380","Bill Stewart","Corporate","Skokie","Illinois","Central","OFF-FA-10003112","Office Supplies","Fasteners",12.624,2,0.2,3.945,17
"1644",1644,"CA-2015-111829","3/19/2015","3/20/2015","First Class","FH-14365","Fred Hopkins","Corporate","Seattle","Washington","West","OFF-ST-10000142","Office Supplies","Storage",1247.64,3,0,349.3392,53
"1645",1645,"CA-2015-111829","3/19/2015","3/20/2015","First Class","FH-14365","Fred Hopkins","Corporate","Seattle","Washington","West","TEC-CO-10001766","Technology","Copiers",3149.93,7,0,1480.4671,53
"1646",1646,"CA-2015-111829","3/19/2015","3/20/2015","First Class","FH-14365","Fred Hopkins","Corporate","Seattle","Washington","West","OFF-PA-10004359","Office Supplies","Paper",209.7,2,0,100.656,53
"1647",1647,"CA-2015-105221","11/1/2015","11/3/2015","First Class","VM-21685","Valerie Mitchum","Home Office","Philadelphia","Pennsylvania","East","TEC-AC-10002323","Technology","Accessories",35.36,2,0.2,-3.094,42
"1648",1648,"CA-2015-105221","11/1/2015","11/3/2015","First Class","VM-21685","Valerie Mitchum","Home Office","Philadelphia","Pennsylvania","East","OFF-FA-10001135","Office Supplies","Fasteners",3.168,2,0.2,-0.7128,42
"1649",1649,"CA-2015-120341","9/26/2015","9/29/2015","Second Class","SF-20200","Sarah Foster","Consumer","Philadelphia","Pennsylvania","East","OFF-BI-10004224","Office Supplies","Binders",121.104,6,0.7,-100.92,42
"1650",1650,"CA-2015-120341","9/26/2015","9/29/2015","Second Class","SF-20200","Sarah Foster","Consumer","Philadelphia","Pennsylvania","East","TEC-PH-10003357","Technology","Phones",45.894,1,0.4,-9.1788,42
"1651",1651,"CA-2014-135699","8/29/2014","8/29/2014","Same Day","HH-15010","Hilary Holden","Corporate","San Francisco","California","West","OFF-PA-10004475","Office Supplies","Paper",109.92,2,0,53.8608,6
"1652",1652,"CA-2014-135699","8/29/2014","8/29/2014","Same Day","HH-15010","Hilary Holden","Corporate","San Francisco","California","West","OFF-PA-10003001","Office Supplies","Paper",13.36,2,0,6.4128,6
"1653",1653,"US-2017-132444","11/18/2017","11/21/2017","First Class","CD-12280","Christina DeMoss","Consumer","Seattle","Washington","West","OFF-ST-10003442","Office Supplies","Storage",169.68,6,0,45.8136,53
"1654",1654,"US-2017-132444","11/18/2017","11/21/2017","First Class","CD-12280","Christina DeMoss","Consumer","Seattle","Washington","West","TEC-AC-10003832","Technology","Accessories",132.52,4,0,54.3332,53
"1655",1655,"US-2017-132444","11/18/2017","11/21/2017","First Class","CD-12280","Christina DeMoss","Consumer","Seattle","Washington","West","OFF-FA-10000611","Office Supplies","Fasteners",2.96,2,0,1.4208,53
"1656",1656,"US-2017-132444","11/18/2017","11/21/2017","First Class","CD-12280","Christina DeMoss","Consumer","Seattle","Washington","West","OFF-BI-10001116","Office Supplies","Binders",8.448,2,0.2,2.9568,53
"1657",1657,"US-2017-132444","11/18/2017","11/21/2017","First Class","CD-12280","Christina DeMoss","Consumer","Seattle","Washington","West","OFF-ST-10000563","Office Supplies","Storage",95.94,3,0,9.594,53
"1658",1658,"CA-2014-127159","5/12/2014","5/15/2014","First Class","HL-15040","Hunter Lopez","Consumer","Milwaukee","Wisconsin","Central","FUR-FU-10000010","Furniture","Furnishings",34.79,7,0,10.7849,55
"1659",1659,"CA-2017-161809","1/20/2017","1/26/2017","Standard Class","TH-21100","Thea Hendricks","Consumer","Los Angeles","California","West","TEC-PH-10004922","Technology","Phones",160.776,3,0.2,10.0485,6
"1660",1660,"CA-2017-127285","10/30/2017","11/6/2017","Standard Class","MM-18055","Michelle Moray","Consumer","Seattle","Washington","West","OFF-BI-10004330","Office Supplies","Binders",88.752,3,0.2,27.735,53
"1661",1661,"CA-2017-127285","10/30/2017","11/6/2017","Standard Class","MM-18055","Michelle Moray","Consumer","Seattle","Washington","West","OFF-BI-10002072","Office Supplies","Binders",13.904,2,0.2,5.214,53
"1662",1662,"CA-2017-144526","4/30/2017","5/6/2017","Standard Class","QJ-19255","Quincy Jones","Corporate","Philadelphia","Pennsylvania","East","TEC-PH-10002549","Technology","Phones",677.58,5,0.4,-158.102,42
"1663",1663,"CA-2017-144526","4/30/2017","5/6/2017","Standard Class","QJ-19255","Quincy Jones","Corporate","Philadelphia","Pennsylvania","East","OFF-BI-10002353","Office Supplies","Binders",13.896,3,0.7,-9.264,42
"1664",1664,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","OFF-ST-10001325","Office Supplies","Storage",41.92,5,0.2,3.668,48
"1665",1665,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","TEC-AC-10002049","Technology","Accessories",297.576,3,0.2,-7.4394,48
"1666",1666,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","OFF-FA-10002676","Office Supplies","Fasteners",4.344,3,0.2,0.8688,48
"1667",1667,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","TEC-AC-10003023","Technology","Accessories",94.992,2,0.2,-2.3748,48
"1668",1668,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","OFF-PA-10000167","Office Supplies","Paper",74.352,3,0.2,23.235,48
"1669",1669,"CA-2016-128531","11/24/2016","11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Texas","Central","OFF-AR-10003405","Office Supplies","Art",14.04,3,0.2,1.5795,48
"1670",1670,"US-2015-157154","1/10/2015","1/15/2015","Standard Class","MM-17920","Michael Moore","Consumer","New York City","New York","East","FUR-TA-10001889","Furniture","Tables",1018.104,4,0.4,-373.3048,36
"1671",1671,"CA-2017-159457","10/19/2017","10/26/2017","Standard Class","RD-19480","Rick Duston","Consumer","Houston","Texas","Central","TEC-PH-10002185","Technology","Phones",16.68,3,0.2,5.2125,48
"1672",1672,"CA-2016-107615","3/22/2016","3/25/2016","First Class","RB-19645","Robert Barroso","Corporate","North Las Vegas","Nevada","West","TEC-AC-10001013","Technology","Accessories",58.58,2,0,19.3314,32
"1673",1673,"CA-2017-111647","7/3/2017","7/7/2017","Standard Class","RD-19585","Rob Dowd","Consumer","Plano","Texas","Central","TEC-PH-10002726","Technology","Phones",167.968,4,0.2,62.988,48
"1674",1674,"CA-2015-150560","12/11/2015","12/12/2015","First Class","SW-20455","Shaun Weien","Consumer","Suffolk","Virginia","South","OFF-LA-10003930","Office Supplies","Labels",196.62,2,0,96.3438,51
"1675",1675,"CA-2015-143077","9/17/2015","9/21/2015","Standard Class","SF-20965","Sylvia Foulston","Corporate","Houston","Texas","Central","FUR-FU-10003535","Furniture","Furnishings",21.936,2,0.6,-10.4196,48
"1676",1676,"CA-2015-143077","9/17/2015","9/21/2015","Standard Class","SF-20965","Sylvia Foulston","Corporate","Houston","Texas","Central","OFF-BI-10000088","Office Supplies","Binders",6.588,3,0.8,-10.2114,48
"1677",1677,"CA-2016-122728","5/18/2016","5/24/2016","Standard Class","EB-13930","Eric Barreto","Consumer","San Francisco","California","West","OFF-ST-10000604","Office Supplies","Storage",104.28,3,0,26.07,6
"1678",1678,"CA-2016-122728","5/18/2016","5/24/2016","Standard Class","EB-13930","Eric Barreto","Consumer","San Francisco","California","West","OFF-PA-10004040","Office Supplies","Paper",17.94,3,0,8.7906,6
"1679",1679,"CA-2014-122882","9/7/2014","9/13/2014","Standard Class","SB-20290","Sean Braxton","Corporate","Philadelphia","Pennsylvania","East","OFF-ST-10002344","Office Supplies","Storage",64.784,1,0.2,-14.5764,42
"1680",1680,"CA-2014-122882","9/7/2014","9/13/2014","Standard Class","SB-20290","Sean Braxton","Corporate","Philadelphia","Pennsylvania","East","TEC-PH-10003589","Technology","Phones",32.382,3,0.4,4.3176,42
"1681",1681,"CA-2014-122882","9/7/2014","9/13/2014","Standard Class","SB-20290","Sean Braxton","Corporate","Philadelphia","Pennsylvania","East","FUR-FU-10000758","Furniture","Furnishings",42.368,2,0.2,8.4736,42
"1682",1682,"CA-2014-122882","9/7/2014","9/13/2014","Standard Class","SB-20290","Sean Braxton","Corporate","Philadelphia","Pennsylvania","East","TEC-MA-10004679","Technology","Machines",399.54,4,0.7,-559.356,42
"1683",1683,"US-2016-101497","9/29/2016","10/1/2016","Second Class","PS-18760","Pamela Stobb","Consumer","Los Angeles","California","West","OFF-PA-10000176","Office Supplies","Paper",18.97,1,0,9.1056,6
"1684",1684,"CA-2016-147585","11/7/2016","11/12/2016","Standard Class","CB-12535","Claudia Bergmann","Corporate","San Francisco","California","West","FUR-FU-10002597","Furniture","Furnishings",14.82,3,0,6.2244,6
"1685",1685,"CA-2017-149489","4/24/2017","4/27/2017","First Class","DK-12835","Damala Kotsonis","Corporate","Philadelphia","Pennsylvania","East","OFF-AP-10002495","Office Supplies","Appliances",99.28,2,0.2,12.41,42
"1686",1686,"CA-2017-149489","4/24/2017","4/27/2017","First Class","DK-12835","Damala Kotsonis","Corporate","Philadelphia","Pennsylvania","East","OFF-BI-10002813","Office Supplies","Binders",1.188,2,0.7,-0.99,42
"1687",1687,"CA-2017-149489","4/24/2017","4/27/2017","First Class","DK-12835","Damala Kotsonis","Corporate","Philadelphia","Pennsylvania","East","OFF-BI-10002414","Office Supplies","Binders",7.518,2,0.7,-5.7638,42
"1688",1688,"CA-2017-143798","12/10/2017","12/12/2017","First Class","AW-10840","Anthony Witt","Consumer","Philadelphia","Pennsylvania","East","OFF-PA-10000788","Office Supplies","Paper",10.368,2,0.2,3.6288,42
"1689",1689,"CA-2017-143798","12/10/2017","12/12/2017","First Class","AW-10840","Anthony Witt","Consumer","Philadelphia","Pennsylvania","East","FUR-FU-10004306","Furniture","Furnishings",310.88,2,0.2,23.316,42
"1690",1690,"CA-2014-142839","8/16/2014","8/20/2014","Standard Class","TS-21610","Troy Staebel","Consumer","Philadelphia","Pennsylvania","East","FUR-TA-10001539","Furniture","Tables",853.092,6,0.4,-227.4912,42
"1691",1691,"CA-2017-129833","12/9/2017","12/15/2017","Standard Class","HF-14995","Herbert Flentye","Consumer","Indianapolis","Indiana","Central","OFF-PA-10000575","Office Supplies","Paper",33.45,5,0,15.387,18
"1692",1692,"CA-2017-129833","12/9/2017","12/15/2017","Standard Class","HF-14995","Herbert Flentye","Consumer","Indianapolis","Indiana","Central","OFF-BI-10004182","Office Supplies","Binders",10.4,5,0,5.096,18
"1693",1693,"US-2016-154361","3/14/2016","3/19/2016","Standard Class","HZ-14950","Henia Zydlo","Consumer","Columbus","Ohio","East","FUR-FU-10004020","Furniture","Furnishings",21.88,5,0.2,6.2905,39
"1694",1694,"US-2016-158708","6/26/2016","6/29/2016","Second Class","AB-10255","Alejandro Ballentine","Home Office","Plano","Texas","Central","TEC-AC-10003133","Technology","Accessories",13.616,2,0.2,3.5742,48
"1695",1695,"CA-2015-156335","9/25/2015","9/28/2015","Second Class","PO-19195","Phillina Ober","Home Office","Bayonne","New Jersey","East","TEC-AC-10002006","Technology","Accessories",63.96,4,0,19.8276,34
"1696",1696,"CA-2015-156335","9/25/2015","9/28/2015","Second Class","PO-19195","Phillina Ober","Home Office","Bayonne","New Jersey","East","OFF-BI-10003314","Office Supplies","Binders",14.46,3,0,7.0854,34
"1697",1697,"CA-2015-156335","9/25/2015","9/28/2015","Second Class","PO-19195","Phillina Ober","Home Office","Bayonne","New Jersey","East","TEC-PH-10002726","Technology","Phones",104.98,2,0,52.49,34
"1698",1698,"CA-2015-148376","12/27/2015","12/31/2015","Standard Class","AG-10900","Arthur Gainer","Consumer","Los Angeles","California","West","OFF-AP-10000240","Office Supplies","Appliances",106.96,2,0,31.0184,6
"1699",1699,"CA-2015-148376","12/27/2015","12/31/2015","Standard Class","AG-10900","Arthur Gainer","Consumer","Los Angeles","California","West","OFF-LA-10002381","Office Supplies","Labels",21.56,7,0,10.3488,6
"1700",1700,"CA-2014-135657","6/3/2014","6/7/2014","Second Class","SC-20725","Steven Cartwright","Consumer","Seattle","Washington","West","FUR-TA-10004086","Furniture","Tables",515.88,6,0,113.4936,53
"1701",1701,"CA-2015-114069","7/13/2015","7/15/2015","Second Class","ND-18370","Natalie DeCherney","Consumer","New York City","New York","East","OFF-BI-10000320","Office Supplies","Binders",11.808,2,0.2,4.2804,36
"1702",1702,"CA-2015-114069","7/13/2015","7/15/2015","Second Class","ND-18370","Natalie DeCherney","Consumer","New York City","New York","East","FUR-CH-10000595","Furniture","Chairs",1931.04,9,0.1,321.84,36
"1703",1703,"CA-2015-114069","7/13/2015","7/15/2015","Second Class","ND-18370","Natalie DeCherney","Consumer","New York City","New York","East","OFF-PA-10000349","Office Supplies","Paper",9.96,2,0,4.6812,36
"1704",1704,"CA-2014-139857","2/2/2014","2/6/2014","Standard Class","CD-12790","Cynthia Delaney","Home Office","San Diego","California","West","OFF-FA-10001843","Office Supplies","Fasteners",12.35,5,0,5.8045,6
"1705",1705,"CA-2016-106306","3/8/2016","3/8/2016","Same Day","PG-18820","Patrick Gardner","Consumer","Glendale","Arizona","West","OFF-BI-10003676","Office Supplies","Binders",9.702,3,0.7,-7.1148,4
"1706",1706,"CA-2015-100545","11/22/2015","11/26/2015","Standard Class","IM-15070","Irene Maddox","Consumer","Philadelphia","Pennsylvania","East","OFF-BI-10003638","Office Supplies","Binders",11.61,2,0.7,-9.288,42
"1707",1707,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","OFF-LA-10003077","Office Supplies","Labels",43.86,6,0,20.6142,6
"1708",1708,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","TEC-PH-10003505","Technology","Phones",148.48,2,0.2,16.704,6
"1709",1709,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","OFF-PA-10003424","Office Supplies","Paper",7.42,2,0,3.71,6
"1710",1710,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","FUR-CH-10003061","Furniture","Chairs",71.992,1,0.2,-0.8999,6
"1711",1711,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","OFF-AR-10003514","Office Supplies","Art",19.9,5,0,6.567,6
"1712",1712,"CA-2017-123491","10/30/2017","11/5/2017","Standard Class","JK-15205","Jamie Kunitz","Consumer","San Francisco","California","West","OFF-AP-10002684","Office Supplies","Appliances",1702.12,14,0,510.636,6
"1713",1713,"CA-2015-145401","1/30/2015","2/4/2015","Standard Class","JP-15520","Jeremy Pistek","Consumer","Houston","Texas","Central","OFF-PA-10004405","Office Supplies","Paper",14.304,6,0.2,5.0064,48
"1714",1714,"US-2017-124968","9/8/2017","9/13/2017","Second Class","MM-18055","Michelle Moray","Consumer","Chicago","Illinois","Central","FUR-TA-10004289","Furniture","Tables",765.625,7,0.5,-566.5625,17
"1715",1715,"CA-2017-104003","10/7/2017","10/13/2017","Standard Class","DC-13285","Debra Catini","Consumer","San Francisco","California","West","FUR-BO-10003965","Furniture","Bookcases",307.666,2,0.15,-14.4784,6
"1716",1716,"CA-2016-154788","4/30/2016","5/4/2016","Standard Class","JL-15835","John Lee","Consumer","New York City","New York","East","OFF-BI-10003314","Office Supplies","Binders",7.712,2,0.2,2.7956,36
"1717",1717,"CA-2016-169943","5/19/2016","5/24/2016","Standard Class","BN-11515","Bradley Nguyen","Consumer","New York City","New York","East","OFF-AP-10001563","Office Supplies","Appliances",242.9,5,0,70.441,36
"1718",1718,"CA-2016-169943","5/19/2016","5/24/2016","Standard Class","BN-11515","Bradley Nguyen","Consumer","New York City","New York","East","OFF-ST-10004123","Office Supplies","Storage",454.9,5,0,0,36
"1719",1719,"CA-2016-169943","5/19/2016","5/24/2016","Standard Class","BN-11515","Bradley Nguyen","Consumer","New York City","New York","East","FUR-FU-10002088","Furniture","Furnishings",35.92,4,0,15.0864,36
"1720",1720,"CA-2016-169943","5/19/2016","5/24/2016","Standard Class","BN-11515","Bradley Nguyen","Consumer","New York City","New York","East","FUR-FU-10000010","Furniture","Furnishings",39.76,8,0,12.3256,36
"1721",1721,"CA-2016-169943","5/19/2016","5/24/2016","Standard Class","BN-11515","Bradley Nguyen","Consumer","New York City","New York","East","OFF-BI-10002824","Office Supplies","Binders",47.744,4,0.2,14.92,36
"1722",1722,"US-2015-123218","12/20/2015","12/25/2015","Standard Class","KD-16345","Katherine Ducich","Consumer","Chicago","Illinois","Central","TEC-PH-10001061","Technology","Phones",159.984,2,0.2,11.9988,17
"1723",1723,"US-2015-123218","12/20/2015","12/25/2015","Standard Class","KD-16345","Katherine Ducich","Consumer","Chicago","Illinois","Central","TEC-AC-10000736","Technology","Accessories",255.968,4,0.2,51.1936,17
"1724",1724,"US-2015-123218","12/20/2015","12/25/2015","Standard Class","KD-16345","Katherine Ducich","Consumer","Chicago","Illinois","Central","FUR-BO-10003966","Furniture","Bookcases",359.058,3,0.3,-71.8116,17
"1725",1725,"CA-2015-127453","12/19/2015","12/20/2015","First Class","JK-15370","Jay Kimmel","Consumer","Philadelphia","Pennsylvania","East","OFF-AP-10000828","Office Supplies","Appliances",434.352,3,0.2,43.4352,42
"1726",1726,"CA-2015-127453","12/19/2015","12/20/2015","First Class","JK-15370","Jay Kimmel","Consumer","Philadelphia","Pennsylvania","East","OFF-AP-10002906","Office Supplies","Appliances",3.552,2,0.2,0.444,42
"1727",1727,"CA-2015-127453","12/19/2015","12/20/2015","First Class","JK-15370","Jay Kimmel","Consumer","Philadelphia","Pennsylvania","East","OFF-AP-10003860","Office Supplies","Appliances",88.832,4,0.2,7.7728,42
"1728",1728,"US-2017-164056","4/29/2017","5/4/2017","Second Class","FM-14215","Filia McAdams","Corporate","Dublin","Ohio","East","FUR-TA-10001307","Furniture","Tables",1048.35,5,0.4,-69.89,39
"1729",1729,"CA-2016-106894","2/7/2016","2/7/2016","Same Day","CA-12265","Christina Anderson","Consumer","Springfield","Virginia","South","TEC-AC-10003063","Technology","Accessories",100,4,0,21,51
"1730",1730,"CA-2016-106894","2/7/2016","2/7/2016","Same Day","CA-12265","Christina Anderson","Consumer","Springfield","Virginia","South","OFF-LA-10001045","Office Supplies","Labels",7.83,3,0,3.6018,51
"1731",1731,"CA-2014-125136","9/28/2014","10/3/2014","Standard Class","KD-16495","Keith Dawkins","Corporate","Fayetteville","North Carolina","South","OFF-PA-10001457","Office Supplies","Paper",96.256,8,0.2,31.2832,37
